FILE,NOMBRE,UNIDAD_DE_COMPETENCIA,CONTENIDO
ISC/liderazgoPersonal_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Liderazgo social","P
 
UNIDAD DE 
COMPETENCIA 
lanifica 
actividades 
en 
diversos 
marcos 
de 
referencia del liderazgo, con 
base  en 
 
la  autoridad,  el 
poder, la ética, el respeto a 
la  equidad  de  género  y  la 
sustentabilidad.","3
  3
  3
3.1 
Líderes, seguidores y colaboradores   
3.1.1  Los grupos   
3.1.2  Los seguidores y colaboradores 
3.1.3  El líder como seguidor y colaborador 
3.1.4  El seguidor colaborador como líder 
.2 
Liderazgo de excelencia, poder, autoridad e influencia 
3.2.1  Marcos de referencia del liderazgo: estructural, 
recursos humanos, político y simbólico   
3.2.2  Fuentes de poder 
3.2.3  Tipos de poder 
.3 
Ética y liderazgo  
3.3.1  Manejo del poder 
3.3.2  Respuestas al uso del poder  
.4 
Retos del liderazgo  
3.4.1  Sustentabilidad 
3.4.2  Equidad de género 
3.4.3  Toma  de  decisiones  y  solución  de  problemas  y 
conflictos 
3.4.4  Conducción de equipos en el metaverso"
ISC/ecuacionesDiferenciales_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Introducción a las ecuaciones 
diferenciales","UNIDAD DE COMPETENCIA 
 
Clasifica ecuaciones 
diferenciales de acuerdo con su 
tipo, orden y grado.","1
  1
1.1. 
Fundamentos básicos 
1.1.1.  Clasificación de ecuaciones diferenciales según 
el tipo, el orden y el grado 
1.1.2.  Linealidad de una ecuación diferencial 
.2. 
Solución de una ecuación diferencial 
1.2.1.  Soluciones explícitas e implícitas 
.3. 
Problema de valor inicial  
1.3.1.  Soluciones generales y particulares 
 
1.4. 
Teorema de existencia y unicidad"
ISC/ecuacionesDiferenciales_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Ecuaciones diferenciales de 
primer orden","UNIDAD DE COMPETENCIA 
 
Resuelve modelos matemáticos 
con base en los métodos de 
solución de las ecuaciones 
diferenciales ordinarias de 
primer orden.","2.1. Ecuaciones separables 
2.1.1. Ecuaciones reducibles a separables 
 
2.2. Ecuaciones homogéneas 
2.2.1. Ecuaciones reducibles a Homogéneas 
 
2.3. Ecuaciones Exactas 
2.3.1. Teorema de exactitud 
2.3.2. Ecuación diferencial transformada en Exacta 
mediante un factor integrante 
 
2.4. Ecuaciones Lineales 
2.4.1. Aplicaciones de las ecuaciones lineales  
 
2.5. Ecuaciones de Bernoulli"
ISC/ecuacionesDiferenciales_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Ecuaciones diferenciales 
lineales de segundo orden y 
orden superior","UNIDAD DE COMPETENCIA 
 
Construye modelos 
matemáticos de circuitos RLC y 
sistemas masa-resorte con base 
en las ecuaciones diferenciales 
ordinarias de segundo orden.","3
  3
  3
  3
3.1. Ecuaciones diferenciales lineales homogéneas de 
orden superior 
3.1.1. Principio de superposición 
3.1.2. Criterio para soluciones linealmente 
independientes 
3.1.3. Conjunto fundamental de soluciones 
3.1.4. Reducción de orden 
.2. Ecuaciones diferenciales lineales no homogéneas 
de orden superior  
3.2.1. Solución de la ecuación no homogénea 
3.2.2. Principio de superposición para ecuaciones 
diferenciales lineales no homogéneas 
.3. Ecuaciones diferenciales lineales homogéneas de 
orden superior con coeficientes constantes 
.4. Ecuaciones diferenciales lineales no homogéneas 
de orden superior con coeficientes constantes 
3.4.1. Método de los coeficientes indeterminados 
3.4.2. Método de variación de parámetros 
3.4.3. Ecuación de Euler-Cauchy 
.5. Aplicaciones de las ecuaciones diferenciales de 
segundo orden  
3.5.1. Circuitos eléctricos en serie RCL  
3.5.2. Sistema masa-resorte"
ISC/ecuacionesDiferenciales_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Transformada de Laplace","UNIDAD DE COMPETENCIA 
 
Aplica la transformada de 
Laplace a problemas de 
circuitos RLC con base en sus 
propiedades y teoremas.","4
  4
  4
  4
4.1. 
Introducción al uso de la Transformada de 
Laplace en ecuaciones diferenciales lineales 
4.1.1.  Orden exponencial 
4.1.2.  Manejo de tablas de la Transformada de 
Laplace 
4.1.3. 
Función Gamma 
.2. 
Teoremas de traslación y derivadas de una 
transformada 
4.2.1. 
Primer teorema de traslación 
4.2.2. 
Segundo teorema de traslación 
4.2.3. 
Teorema de la derivada de una transformada 
.3. 
Transformadas de derivadas, integrales y 
funciones periódicas 
4.3.1. 
Transformada de una derivada 
4.3.2. 
Teorema de convolución 
4.3.3. 
Transformada de una función periódica 
.4. 
Transformada inversa 
4.4.1. 
Forma inversa del primer teorema de 
traslación 
4.4.2. 
Forma inversa del segundo teorema de 
traslación 
4.4.3. 
Forma inversa del teorema de convolución 
.5. 
Aplicaciones de la Transformada de Laplace 
4.5.1. 
Solución de problemas de valores iniciales  
4.5.2. 
Aplicaciones a circuitos eléctricos en serie 
4.5.3. 
La función delta de Dirac"
ISC/teoriaComputacion_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Lenguajes regulares","UNIDAD DE COMPETENCIA 
 
Explica la automatización del 
cómputo a partir de los 
lenguajes regulares y los 
autómatas finitos.","1.1  Orígenes de la computación 
1.1.1 
Automatización del cómputo 
1.1.2 
Paradojas de la lógica matemática 
1.1.3 
Teorema de incompletitud de Gödel 
1.1.4 
Computabilidad y complejidad 
1.1.5 
Jerarquía de Chomsky 
 
1.2  Autómatas y lenguajes 
1.2.1 
Alfabetos y cadenas 
1.2.2 
Operaciones con lenguajes. 
1.2.3 
Autómatas finitos deterministas 
1.2.4 
Autómatas finitos no deterministas 
1.2.5 
Equivalencia entre AFD y AFN 
1.2.6 
Expresiones regulares 
 
1.3  Propiedades de los lenguajes regulares 
 
1.4 Aplicaciones de los lenguajes regulares"
ISC/teoriaComputacion_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Lenguajes independientes del 
contexto","UNIDAD DE COMPETENCIA 
 
Estructura  los lenguajes 
independientes del contexto a 
partir de las gramáticas 
independientes del contexto y 
los autómatas de pila.","2
  2
  2
2.1 Gramáticas independientes del contexto 
2.1.1 Forma de Backus Naur 
2.1.2 Derivaciones de una gramática 
2.1.3 Árbol de sintaxis 
2.1.4 Ambigüedad 
2.1.5 Forma normal de Chomsky  
2.1.6 Forma normal de Greibach 
.2 Autómata de Pila 
.3 Propiedades de los lenguajes independientes del 
contexto. 
.4 Aplicaciones de los lenguajes independientes del 
contexto"
ISC/teoriaComputacion_ISC2020.pdf,"UNIDAD TEMÁTICA III 
              Computabilidad","C
 
UNIDAD DE COMPETENCIA 
lasifica 
los 
problemas 
en 
computables  y    no  computables 
a partir de la máquina de Turing 
y la noción de decidibilidad.","3
3.1 Máquina de Turing 
3.1.1 Funciones recursivas primitivas parciales y 
totales 
3.1.2 Máquina de Turing con una cinta y multicinta 
3.1.3 Máquina de Turing no determinística 
3.1.4 Máquina de Turing universal 
3.1.5 Tesis Church-Turing 
.2 Decidibilidad 
3.2.1 Problemas decidibles  
3.2.2 Problemas indecidibles 
3.2.3 Problema del paro"
ISC/mecanicaElectromagnetismo_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Mecánica","UNIDAD DE COMPETENCIA 
Resuelve 
problemas 
de 
ingeniería 
a 
partir 
de 
los 
principios 
básicos 
de 
la 
cinemática, 
dinámica 
y 
conservación de la energía.","1
  1
  1
.1 Cinemática 
1.1.1. Movimiento rectilíneo: marco de referencia 
1.1.2. Desplazamiento, velocidad y aceleración  
1.1.3. Movimiento rectilíneo uniformemente acelerado: 
caída libre  
.2.  Dinámica 
1.2.3.  Segunda 
1.2.6.  Aplicaciones: 
1.3.1  Trabajo,  energía  cinética  y  energía  potencial 
 
C - 2020"
ISC/mecanicaElectromagnetismo_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Electrostática","UNIDAD DE COMPETENCIA 
Resuelve 
ejercicios 
típicos 
y 
problemas  de  ingeniería  a  partir 
de 
los 
principios 
básicos 
de 
campo eléctrico, Ley de Gauss y 
el potencial eléctrico.","2
  2
  2
.1 Campo eléctrico 
 2.1.1 La carga  eléctrica: conservación  y cuantización. 
Propiedades eléctricas de las cargas y los materiales 
2.1.2 
2.1.3 Líneas de campo eléctrico. Campos eléctricos de 
2.1.4 Partículas cargadas dentro de un campo eléctrico  
2.1.5 El dipolo eléctrico 
.2. Ley de Gauss 
2.2.1  Flujo  de  campo  eléctrico:  superficie  cerrada, 
2.2.2 Ley de Gauss 
2.2.3 Aplicaciones de la Ley de Gauss: esfera, cilindro, 
plano y línea de carga 
.3. Potencial eléctrico 
2.3.1  Potencial 
superficie 
electrostática  
2.3.3  Potencial  eléctrico  debido  a  distribuciones  de 
carga discreta y continua  
 
C - 2020"
ISC/mecanicaElectromagnetismo_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Magnetismo","UNIDAD DE COMPETENCIA 
Resuelve 
problemas 
de 
Ingeniería  a  partir  de  las  leyes 
físicas  que  involucran  el  campo 
magnético y la fuerza magnética.","3
  3
.1 Campo magnético 
3.1.1 Campo de inducción magnética, flujo magnético, 
magnéticos 
corriente 
corriente 
 
C - 2020"
ISC/procesamientoDigitalSenales_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Señales y Sistemas","D
   
UNIDAD DE COMPETENCIA 
istingue  señales  y  sistemas 
con base en su clasificación y 
procesamiento.","1
  1
  1
  1
   
1.1  Clasificación de señales y sistemas continuos 
 
1.2  Teorema de Muestreo 
1.2.1 Efecto Alias 
.3  Introducción al Procesamiento Digital de Señales 
1.3.1 Procesamiento digital frente al analógico  
1.3.2 Elementos de un sistema PDS 
1.3.3 Aplicaciones  
.4 Señales en tiempo Discreto 
1.4.1 Clasificación de secuencias discretas 
.5 Sistemas Discretos 
1.5.1 Clasificación 
1.5.2 Linealidad e Invariancia 
1.5.3 Estabilidad y Causalidad 
1.5.4 Clasificación de sistema LTI 
1.5.5 Ecuaciones en diferencia 
.6 Operaciones con señales discretas 
1.6.1 Diezmación e Interpolación 
1.6.2 Convolución 
1.6.3 Correlación y Autocorrelación"
ISC/procesamientoDigitalSenales_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Análisis de Fourier en tiempo 
Discreto","UNIDAD DE COMPETENCIA 
Diseña 
aplicaciones 
de 
procesamiento  de  señales  en 
el dominio de la frecuencia con 
base  en  el  algoritmo  de 
la 
Transformada 
Rápida 
de 
Fourier (FFT)","2
    2
  2
  2
   
2.1 Transformada de Fourier en tiempo discreto. 
.2 Transformada Discreta de Fourier (DFT). 
2.2.1 Periodicidad en tiempo-frecuencia. 
2.2.2 Transformada Discreta Inversa de Fourier (IDFT). 
2.2.3 Propiedades de la Transformada Discreta de Fourier 
(DFT). 
.3 Transformada Rápida de Fourier (FFT) 
2.3.1 Algoritmo por diezmación en tiempo. 
.4 Ventaneo y respuesta en frecuencia 
2.4.1 Contenido espurio en el espectro y uso de ventanas 
2.4.2 Ancho de Banda y Resolución del Análisis Espectral 
.5. Aplicación de la transformada  
2.5.1 Convolución lineal y correlación lineal. 
2.5.2 Otras Aplicaciones"
ISC/procesamientoDigitalSenales_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Transformada Z","UNIDAD DE COMPETENCIA 
Crea 
herramientas 
de 
simulación 
de 
sistemas 
continuos  de  acuerdo  con  la 
Transformada Z","3
  3
  3
  3
  3
3.1 Transformada Z y Región de convergencia. 
3.1.1 Propiedades de la Transformada Z 
.2 Relación entre la Transformada Z y la Transformada 
de Laplace 
3.2.1 Ecuaciones Diferenciales y Ecuaciones en 
diferencias. 
.3 Estructuras y programación de ecuaciones en 
diferencias. 
.4 Función de transferencia, polos y ceros 
.5 Transformada Z inversa 
3.5.1 Método de Integral de Inversión 
3.5.2 Método de expansión en serie de potencias 
3.5.3 Método de expansión en fracciones parciales 
.6 Causalidad y estabilidad"
ISC/procesamientoDigitalSenales_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
 
Filtros Digitales","UNIDAD DE COMPETENCIA 
Diseña 
filtros 
digitales 
adecuados  a  una  aplicación 
particular  con  base  en  sus 
características, 
estructura 
y 
tipos.","4
  4
  4
  4
4.1    Características de los filtros Digitales 
4.1.1 Filtros de fase mínima y de fase no mínima. 
.2    Diseño de filtros FIR 
4.2.1 Estructuras de filtros digitales FIR 
4.2.2 Método de la Ventana 
4.2.3 Método óptimo 
.3    Diseño de filtros IIR 
4.3.1 Estructura de filtros digitales IIR 
4.3.2 Diseño de filtros digitales IIR por transformada 
bilineal. 
.4    Filtros adaptativos 
4.4.1 Filtro FIR óptimo de Wiener 
4.4.2 Filtros adaptable LMS 
.5    Aplicaciones"
ISC/procesamientoDigitalSenales_ISC2020.pdf,"UNIDAD TEMÁTICA V 
 
Wavelets","I
   
UNIDAD DE COMPETENCIA 
mplementa 
la  Transformada 
Wavelet 
con 
base 
a 
sus 
aplicaciones.","5
  5
     
5. Teoría de Wavelets 
5.1.1 Definición de Wavelet  
5.1.2 Transformada Wavelet 
.2 Wavelet continua (CoWT) 
.3 Wavelet discreta (DWT). 
5.3.1 DWT en una dimensión 
5.3.2 DWT en dos dimensiones 
5.3.3 Wavelet madre y funciones wavelet 
5.3.4 Aplicaciones de la Transformada Wavelet"
ISC/sistemasOperativos_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Estructura de un Sistema 
operativo","I
 
UNIDAD DE COMPETENCIA 
dentifica 
los 
sistemas 
operativos 
actuales 
y 
emergentes 
con  base  en 
su 
estructura,  modos  de  operación 
y llamadas a sistema.","1
  1
  1
  1
1.1 Aspectos básicos del sistema operativo 
1.1.1 Objetivos 
1.1.2 Evolución 
1.1.3 Tipos: mainframe, servidor, multiprocesador, 
embebidos y tiempo real 
.2 Fundamentos del núcleo del sistema operativo 
1.2.1 Tipos: monolítico, por capas, micro núcleo, 
máquina virtual 
.3 Modos de operación de un sistema operativo 
1.3.1 Interrupciones 
1.3.2 Usuario y Kernel 
1.3.3 Contadores 
.4 Llamadas a sistema 
1.4.1 Procesos y señales 
1.4.2 Directorios y archivos 
1.4.3 Protección 
1.4.4 Diversos 
.5 Shell 
1.5.1 Argumentos y variables 
1.5.2 Estructuras de control 
1.5.3 Manipulación de cadenas 
1.5.4 Funciones"
ISC/sistemasOperativos_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Administración de procesos","A
 
UNIDAD DE COMPETENCIA 
dministra  procesos e hilos con 
base 
en 
su 
comunicación, 
sincronización y planificación.","2
  2
  2
  2
2.1 Modelo de procesos 
2.1.1 Fundamentos: jerarquía, bloque de control de 
proceso(BCP) 
2.1.2 Operaciones 
2.1.3 Estados 
2.1.4 Implementación 
.2 Modelo multi-hilo 
2.2.1 Bibliotecas 
2.2.2 Implementación 
2.2.3 Hilos en modo usuario y kernel 
.3 Comunicación entre procesos 
2.3.1 Memoria compartida 
2.3.2 Paso de mensajes 
2.3.3 Tuberías 
.4 Sincronización entre procesos/hilos 
2.4.1 Principios de la sincronización: condición de 
carrera, sección crítica, exclusión mutua, atomicidad, 
abrazo mortal 
2.4.2 Semáforos y mutex 
2.4.3 Monitores 
.5 Planificación 
2.5.1 Criterios 
2.5.2 Algoritmos 
2.5.3 Planificación de hilos"
ISC/sistemasOperativos_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Administración de memoria","A
UNIDAD DE COMPETENCIA 
dministra  la memoria principal 
y 
secundaria 
del 
sistema 
operativo 
con 
base 
en 
las 
técnicas 
de 
paginación, 
segmentación y swapping.","3
  3
3.1 Abstracción de la memoria 
3.1.1 Organización de la memoria 
3.1.2 Administración del almacenamiento 
3.1.3 Memoria de intercambio 
3.1.4 Manejo de memoria con mapa de bits 
3.1.5 Manejo de memoria con listas ligadas 
.2 Memoria virtual 
3.2.1 Paginación 
3.2.2 Tablas de página 
3.2.3 Algoritmos de sustitución de páginas 
.3 Segmentación 
3.3.1 Implementación de la segmentación pura 
3.3.2 Segmentación con paginación"
ISC/sistemasOperativos_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Sistema de archivos","I
   
 
UNIDAD DE COMPETENCIA 
mplementa  la  organización  del 
sistema  de  archivos  a  partir  de 
su 
estructura, 
asignación 
de 
espacio, 
administración 
y 
optimización.","4
  4
  4
  4
4.1 Estructura del sistema de archivos 
4.1.1 Capa del sistema de archivos 
.2. Implementación 
4.2.1 De archivos 
4.2.2 De directorios 
4.2.3 Archivos compartidos 
.3 Métodos de asignación de espacio 
4.3.1 Contigua 
4.3.2 Ligada 
4.3.3 Indexada 
4.3.4 Administración del espacio en disco 
.4 Sistemas de archivos estructurados 
4.4.1 Por bitácoras 
4.4.2 Por diario. 
.5 Optimización del sistema de archivos 
4.5.1 Recuperación 
4.5.2 Consistencia 
4.5.3 Rendimiento"
ISC/sistemasOperativos_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Dispositivos de entrada y salida","I
   
UNIDAD DE COMPETENCIA 
mplementa la interacción de los 
dispositivos 
de 
E/S 
con 
el 
sistema  operativo  a  partir  del 
hardware y del software.","5
  5
5.1 Principios del hardware de E/S 
5.1.1 Dispositivos de E/S 
5.1.2 Controladores de dispositivos 
5.1.3 Interrupciones 
5.1.4 Acceso de memoria directo (DMA) 
.2 Principios del software de E/S 
5.2.1 Objetivos del software de E/S 
5.2.2 E/S programadas 
5.2.3 E/S manejadas por interrupciones 
5.2.4 E/S usando DMA 
.3 Capas de software 
5.3.1 Manejador de interrupciones 
5.3.2 Controladores de los dispositivos 
5.3.3 Software modo usuario para E/S"
ISC/sistemasOperativos_ISC2020.pdf,"UNIDAD TEMÁTICA VI 
Seguridad y Virtualización","I
   
UNIDAD DE COMPETENCIA 
ncrementa  la  funcionalidad  del 
sistema  operativo  con  base  en 
la seguridad y  virtualización.","6
6.1 El ambiente de seguridad 
6.1.1 Seguridad en los sistemas operativos 
6.1.2 Control de acceso a los recursos 
6.1.3 Implementación de matrices de acceso 
6.1.4 Modelos formales de seguridad 
.2 Virtualización 
6.2.1 Emulación 
6.2.2 Virtualización asistida por hardware 
6.2.3 Paravirtualización 
6.2.4 Contenedores"
ISC/ingenieriaSoftware_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Fundamentos","D
 
UNIDAD DE COMPETENCIA 
escribe  el  plan  de  proyecto 
con  base  en  los  fundamentos 
de ingeniería de software.","1
1.1  Fundamentos de ingeniería de software 
 
 
1.2 Plan de proyecto software 
1.2.1 Ámbito de software 
1.2.2 Factibilidad y análisis de riesgo 
1.2.3 Métricas y estimación 
1.2.4 Planificación del proyecto. Herramientas para la 
administración de proyectos 
1.2.5 Supervisión y control del plan de proyecto 
 
1.3 Modelos de procesos 
.4 Principios y metodologías ágiles 
1.4.1 XP 
1.4.2 SCRUM 
1.4.3 KANBAN 
1.4.4 LEAN"
ISC/ingenieriaSoftware_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Diseño y construcción","D
 
UNIDAD DE COMPETENCIA 
etermina 
el 
diseño 
del 
sistema  software  a  partir  del 
conjunto de requerimientos.","2
  2
2.1 Ingeniería de requerimientos 
.2 Diseño del sistema software 
2.2.1 Arquitectura lógica del sistema 
2.2.2 Interfaz de usuario 
2.2.3 Experiencia de usuario 
.3 Herramientas de modelado"
ISC/ingenieriaSoftware_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Pruebas de software","D
 
UNIDAD DE COMPETENCIA 
iseña el plan de pruebas con 
base  en  los  distintos  tipos  de 
pruebas  aplicables  al  sistema 
de software.","3
3.1 Tipos de pruebas 
3.1.1 Pruebas funcionales 
3.1.2 Pruebas no funcionales 
 
3.2 Herramientas para pruebas 
.3 Evaluación de las pruebas"
ISC/ingenieriaSoftware_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Calidad y modelos de 
madurez","E
   
 
UNIDAD DE COMPETENCIA 
valúa  la  calidad  del  sistema 
software 
con 
base 
en 
las 
normas de calidad y madurez.","4
  4
4.1 Calidad del proceso software 
 
4.2 Calidad del producto software 
.3 Modelos y normas de calidad 
4.3.1 ISO 
4.3.2 IEEE 
4.3.3 IEC 
4.3.4 Otras 
.4 Modelos de madurez 
4.4.1 Proceso de Software Personal (PSP) 
4.4.2 Proceso de Software de Equipo (TSP) 
4.4.3 Modelo de Capacidad de Madurez Integrado 
(CMMI) 
4.4.4 MoProSoft"
ISC/paradigmasProgramacion_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Introducción a los lenguajes de 
programación y sus paradigmas","UNIDAD DE COMPETENCIA 
 
Identifica los lenguajes de 
programación y sus paradigmas 
fundamentales con base en 
características, abstracciones, 
manejo de los datos y 
aplicaciones.","1
  1
    1
.1  Lenguajes y paradigmas 
1.1.1 Criterios de los lenguajes de programación 
1.1.2 Relación entre los lenguajes y paradigmas de 
programación 
1.1.3 Paradigmas de programación fundamentales: 
imperativo y declarativo  
.2 Programación funcional 
1.2.1 Lenguajes funcionales puros e híbridos 
1.2.2 Cálculo Lambda 
1.2.3 Funciones puras, de primer orden y de orden 
superior  
1.2.4 Expresiones Lambda 
1.2.5 Aritmética de funciones 
1.2.6 Composición y encadenamiento de funciones 
1.2.7 Técnicas de programacion funcional: evaluación 
estricta (eager) y no estricta (lazy) 
1.2.8 Recursión sobre listas, con varios argumentos y 
múltiple 
1.2.9 Funciones polimórficas  
.3 Programación lógica  
1.3.1 Lenguajes lógicos  
1.3.2 Elementos de la programación lógica: hechos, 
reglas, relaciones y consultas   
1.3.3 Cálculo de predicados  
1.3.4 Lógica de primer orden 
1.3.5 Técnicas de programación lógica: definición de 
relaciones por hechos y reglas 
1.3.6 Reglas recursivas"
ISC/paradigmasProgramacion_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Programación Orientada a 
Objetos","UNIDAD DE COMPETENCIA 
 
Diseña programas de cómputo  
con base en la definición de 
clases y la implementación de 
sus diferentes relaciones.","2
  2
  2
  2
.1 Clases y objetos 
2.1.1 Atributos y métodos 
2.1.2 Constructores y destructores 
2.1.3 Encapsulamiento y modificadores de acceso 
.2 Relaciones entre clases 
2.2.1 Asociación, agregación y composición  
2.2.2 Herencia simple  
2.2.3 Herencia múltiple 
.3 Manejo de excepciones 
2.3.1 Jerarquía de excepciones 
2.3.2 Excepciones encadenadas 
2.3.3 Declaración de nuevos tipos de excepciones 
.4 Polimorfismo 
2.4.1 Variables y funciones polimórficas  
2.4.2 Clases abstractas 
2.4.3 Interfaces y herencia de interfaces"
ISC/paradigmasProgramacion_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Lenguajes multiparadigma y de 
uso específico","E
 
UNIDAD DE COMPETENCIA 
valúa 
casos 
de 
uso 
 
y 
aplicaciones con base en el uso 
de 
lenguajes  multiparadigma  y 
de tendencia.","3
  3
  3
.1 Lenguajes orientados a eventos  
3.1.1 Patrón de arquitectura: Modelo-Vista-Controlador 
3.1.2 Interfaces graficas de usuario 
3.1.3 Tipos de eventos y notificaciones 
3.1.4 Detección de eventos 
.2 Lenguajes orientados a servicios  
3.2.1 Análisis y diseño orientado a servicios  
3.2.2 Arquitectura Orientada a Servicios 
3.2.3 Microservicios  
.3 Otros lenguajes de programación de uso 
específico y tendencias 
3.3.1 Lenguajes para bases de datos 
3.3.2 Lenguajes para cómputo científico  
3.3.3 Lenguajes para ciencia de datos 
3.3.4 Lenguajes para programación asíncrona"
ISC/disenoSistemasDigitales_ISC2020.pdf,"UNIDAD TEMÁTICA I 
Registros","U
 
UNIDAD DE 
COMPETENCIA 
tiliza los distintos tipos 
de  registros  a  partir  del 
empleo del Lenguaje de 
Descripción 
de 
Hardware 
(HDL)  en 
la 
transferencia de datos.","1
  1
  1
.1 Registros y su clasificación  
1.1.1 Registros entrada serial salida serial 
1.1.2 Registros entrada serial salida paralela 
1.1.3 Registros entrada paralela salida serial 
1.1.4 Registros entrada paralela salida paralela 
1.1.5 Registro barrel shifter 
.2 Diseño de registros con control de carga síncrona y 
asíncrona 
.3 Programación de registros con lenguaje de descripción de 
hardware"
ISC/disenoSistemasDigitales_ISC2020.pdf,"UNIDAD TEMÁTICA II 
Diseño de sistemas 
digitales","UNIDAD DE 
COMPETENCIA 
Desarrolla 
circuitos 
lógicos  secuenciales  a 
partir 
de 
los  modelos 
deterministas de Mealy y 
de 
Moore 
y 
su 
descripción  en  lenguaje 
de 
descripción 
de 
hardware (HDL).","2
   
.1 Autómata finito determinista con salida y sin salida 
2.2 Máquina de Mealy y de Moore 
2.3 Diseño de máquinas de Mealy y Moore usando FlipFlop´s 
JK, SR, T, D 
2.4 Reducción de estados usando método tabular e 
implicantes primos 
2.5 Aplicaciones con autómatas y lenguaje de descripción de 
hardware"
ISC/disenoSistemasDigitales_ISC2020.pdf,"UNIDAD TEMÁTICA III 
Contadores","UNIDAD DE 
COMPETENCIA 
Desarrolla distintos tipos 
de  contadores,  a  partir 
del 
lenguaje 
de 
descripción 
de 
hardware.","3
.1 Contadores asíncronos y síncronos 
3.1.1 Diseño de contadores secuenciales y no secuenciales 
3.2 Diseño de contador Johnson y su representación en HDL 
3.3 Diseño de contador de anillo y su representación en HDL 
3.4 Diseño de contador BCD y su representación en HDL 
3.5 Aplicaciones con contadores y su representación en HDL"
ISC/disenoSistemasDigitales_ISC2020.pdf,"UNIDAD TEMÁTICA IV 
Memorias","UNIDAD DE 
COMPETENCIA 
Utiliza 
los  distintos 
tipos 
de 
memorias 
en 
aplicaciones  en  sistemas 
digitales  con  base  en  el 
lenguaje 
de 
descripción 
de hardware.","4
.1 Memorias y su clasificación 
4.2 Memorias RAM, SRAM y DRAM 
4.3 Memorias ROM, PROM, EPROM, EEPROM Y Flash 
4.4 Tipos especiales de memorias, FIFO y NVRAM 
4.5 Módulos de memorias 
4.6 Manejo de arreglos y diseño de memorias RAM, ROM y 
FIFO con lenguaje de descripción de hardware"
ISC/disenoSistemasDigitales_ISC2020.pdf,"UNIDAD TEMÁTICA V 
Máquina de estado 
algorítmica","A
UNIDAD DE 
COMPETENCIA 
plica  la  metodología  de 
diseño de circuitos lógicos 
secuenciales con base en 
el  uso  de  cartas  ASM, 
HDL y dispositivos lógicos 
programables.","5
.1 Carta ASM 
5.2 Diseño de la ruta de datos 
5.3 Autómata de la unidad de control 
5.4 Manejo de archivos, funciones, procedimientos, paquetes 
y componentes con lenguaje de descripción de hardware 
5.5 Aplicaciones con cartas ASM y su representación con 
HDL"
